Store_0,Store_1,Store_2,Store_3,Store_4,Store_5,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Season_0,Season_1,Season_2
0,0,0,0,0,1,2011-05-06,1.0320802817333194,0,0.21396251447168005,1.1926191648504139,1.1235960318840366,-0.16908058402697293,5,2011,0,1,0
0,0,0,0,0,1,2011-05-13,0.9884603866105922,0,0.8120051967642701,1.177368089887302,1.1278662604968233,-0.16908058402697293,5,2011,0,1,0
0,0,0,0,0,1,2011-05-20,0.6755945592991265,0,0.3777058418083636,1.194797889845144,1.1220184579247814,-0.16908058402697293,5,2011,0,1,0
0,0,0,0,0,1,2011-05-27,0.7426278283372026,0,0.9247820579762905,0.9311721654827844,1.1161706553527393,-0.16908058402697293,5,2011,0,1,0
0,0,0,0,0,1,2011-06-03,1.0421580781863682,0,1.2110617825914198,0.7416230909412527,1.1103228502396374,-0.16908058402697293,6,2011,0,1,1
0,0,0,0,0,1,2011-06-10,0.9604139194664469,0,1.2181103364171708,0.6305081162100108,1.1044750476675955,-0.16908058402697293,6,2011,0,1,1
0,0,0,0,0,1,2011-06-17,0.8597030087606082,0,1.3959507714053572,0.6065421412679778,1.1033197978954057,-0.16908058402697293,6,2011,0,1,1
0,0,0,0,0,1,2011-06-24,0.6943991877539322,0,1.2425091765832332,0.512856966494577,1.1056839646288998,-0.16908058402697293,6,2011,0,1,1
0,0,0,0,0,1,2011-07-01,0.78248342381331,0,1.3493218768657718,0.36034621686346024,1.108048131362394,-0.019806086325849487,7,2011,0,1,1
0,0,0,0,0,1,2011-07-08,0.8645491361014405,0,1.3645033774135438,0.2644823170953294,1.1104122980958884,-0.019806086325849487,7,2011,0,1,1
0,0,0,0,0,1,2011-07-15,0.7232653276552191,0,1.5114386148580519,0.471461191594703,1.1125450936849486,-0.019806086325849487,7,2011,0,1,1
0,0,0,0,0,1,2011-07-22,0.6201449979525849,0,1.3612501987247354,0.6370442911942008,1.114099452519216,-0.019806086325849487,7,2011,0,1,1
0,0,0,0,0,1,2011-07-29,0.5409225521213218,0,1.4187230222270153,0.7045847660308386,1.1156538138945427,-0.019806086325849487,7,2011,0,1,1
0,0,0,0,0,1,2011-08-05,1.0232067606299622,0,1.680061710227948,0.7089422160202997,1.11720817526987,-0.019806086325849487,8,2011,0,1,1
0,0,0,0,0,1,2011-08-12,0.8473558727198178,0,1.6318062263439583,0.6087208662627078,1.1187625366451968,-0.019806086325849487,8,2011,0,1,1
0,0,0,0,0,1,2011-08-19,0.8573046827062625,0,1.5873461175969115,0.42570796670536715,1.1203766917055167,-0.019806086325849487,8,2011,0,1,1
0,0,0,0,0,1,2011-08-26,0.7402298921306749,0,1.4799912208662378,0.3581674918687302,1.1220008128035122,-0.019806086325849487,8,2011,0,1,1
0,0,0,0,0,1,2011-09-02,0.8918022983772075,0,1.4729426670404868,0.37995474181603217,1.123624933901507,-0.019806086325849487,9,2011,1,0,0
0,0,0,0,0,1,2011-09-09,0.8745108110658708,1,0.8315242688971197,0.40827816674752515,1.1252490549995025,-0.019806086325849487,9,2011,1,0,0
0,0,0,0,0,1,2011-09-16,0.8280631725175639,0,1.0451496694621971,0.3647036668529202,1.1298228767666194,-0.019806086325849487,9,2011,1,0,0
0,0,0,0,0,1,2011-09-23,0.5901859905757016,0,0.8206803399344252,0.2361588921638364,1.138329634453271,-0.019806086325849487,9,2011,1,0,0
0,0,0,0,0,1,2011-09-30,0.6159541516322975,0,1.0315947582588292,-0.007858307245951207,1.1468363895988631,-0.019806086325849487,9,2011,1,0,0
0,0,0,0,0,1,2011-10-07,1.0349131817823063,0,0.46879484509499597,-0.16036905687706798,1.1553431447444547,-0.07098591410909197,10,2011,1,0,0
0,0,0,0,0,1,2011-10-14,0.7913220535369798,0,0.6005485819917311,-0.18433503181910094,1.1632180144773057,-0.07098591410909197,10,2011,1,0,0
0,0,0,0,0,1,2011-10-21,0.8073356728628499,0,0.16516483413955582,-0.012215757235411217,1.167301571733714,-0.07098591410909197,10,2011,1,0,0
0,0,0,0,0,1,2011-10-28,0.7057737775319636,0,0.3202330183060837,0.02918001766446274,1.1713851289901218,-0.07098591410909197,10,2011,1,0,0
0,0,0,0,0,1,2011-11-04,1.1522921599778588,0,-0.30817266508205005,-0.05796898212474712,1.1754686862465296,-0.07098591410909197,11,2011,1,0,0
0,0,0,0,0,1,2011-11-11,0.9710294223822832,0,-0.08424553200241286,-0.13422435694030502,1.1795522435029382,-0.07098591410909197,11,2011,1,0,0
0,0,0,0,0,1,2011-11-18,0.8727608550934832,0,0.08600415271188748,-0.11025838199827304,1.1852041684578927,-0.07098591410909197,11,2011,1,0,0
0,0,0,0,0,1,2011-11-25,1.747857496786649,1,-0.02839929784453722,-0.26712658161884983,1.1914834404922658,-0.07098591410909197,11,2011,1,0,0
0,0,0,0,0,1,2011-12-02,0.9517940829703024,0,-0.6372859090998216,-0.4065649812815856,1.197762709985579,-0.07098591410909197,12,2011,0,0,1
0,0,0,0,0,1,2011-12-09,1.3338421622540382,0,-0.9072997402709092,-0.43706713120780954,1.2040419820199524,-0.07098591410909197,12,2011,0,0,1
0,0,0,0,0,1,2011-12-16,1.4782529400463058,0,-0.489808475207179,-0.4348884062130795,1.2095715244388214,-0.07098591410909197,12,2011,0,0,1
0,0,0,0,0,1,2011-12-23,2.167596594699589,0,-0.6887945716726193,-0.5372884809654004,1.214101429064391,-0.07098591410909197,12,2011,0,0,1
0,0,0,0,0,1,2011-12-30,0.7982981853114247,1,-0.873683560486557,-0.5002501560549865,1.2186313311489014,-0.07098591410909197,12,2011,0,0,1
0,0,0,0,0,1,2012-01-06,0.8920516237770038,0,-0.6318639446184744,-0.43924585620253953,1.2231612357744712,-0.3471437348561709,1,2012,0,0,1
0,0,0,0,0,1,2012-01-13,0.7312061732953579,0,-0.6578893741289406,-0.2126584567505939,1.227691137858981,-0.3471437348561709,1,2012,0,0,1
0,0,0,0,0,1,2012-01-20,0.6156564673827468,0,-0.35534375606977003,-0.1974073817874829,1.2300584656712281,-0.3471437348561709,1,2012,0,0,1
0,0,0,0,0,1,2012-01-27,0.4826328608208098,0,-0.3472108093477494,-0.149475431903417,1.232425793483475,-0.3471437348561709,1,2012,0,0,1
0,0,0,0,0,1,2012-02-03,1.0443930402847277,0,-0.22304782272489987,0.0030353177276997833,1.2347931212957222,-0.3471437348561709,2,2012,0,0,1
0,0,0,0,0,1,2012-02-10,1.3387950901765746,1,-0.6855413929838109,0.10979284246948162,1.2371604491079693,-0.3471437348561709,2,2012,0,0,1
0,0,0,0,0,1,2012-02-17,1.369615342264254,0,-0.831934433980184,0.3298440669372363,1.241240891024706,-0.3471437348561709,2,2012,0,0,1
0,0,0,0,0,1,2012-02-24,0.8725909700467281,0,-0.1850940713554697,0.4278866917000981,1.2466061716961354,-0.3471437348561709,2,2012,0,0,1
0,0,0,0,0,1,2012-03-02,1.1366826179150704,0,0.016060810902509375,0.5912910663048658,1.2519714523675647,-0.3471437348561709,3,2012,0,1,0
0,0,0,0,0,1,2012-03-09,1.1136645851276143,0,-0.10322240768712794,0.6762613410993458,1.2573367304979342,-0.3471437348561709,3,2012,0,1,0
0,0,0,0,0,1,2012-03-16,1.1172824083168986,0,0.22101106829743108,0.8178784657568116,1.2612150107559796,-0.3471437348561709,3,2012,0,1,0
0,0,0,0,0,1,2012-03-23,0.8224073489796527,0,0.28553244562546276,0.9333508904775143,1.26311062633724,-0.3471437348561709,3,2012,0,1,0
0,0,0,0,0,1,2012-03-30,1.0678990562178545,0,0.37662144891209437,1.0597169401718691,1.26500623937744,-0.3471437348561709,3,2012,0,1,0
0,0,0,0,0,1,2012-04-06,1.5110359695741449,0,0.5295208472860842,1.15993828992946,1.2669018524176403,-0.45643399210163654,4,2012,0,1,0
0,0,0,0,0,1,2012-04-13,1.017266808914344,0,0.4557821303397623,1.15993828992946,1.26879746545784,-0.45643399210163654,4,2012,0,1,0
0,0,0,0,0,1,2012-04-20,0.8410310880470301,0,0.33053475082064393,1.129436140003236,1.2701661617365838,-0.45643399210163654,4,2012,0,1,0
0,0,0,0,0,1,2012-04-27,0.7477343031388606,0,0.35601798388297545,0.9921764653352312,1.2715348554742678,-0.45643399210163654,4,2012,0,1,0
0,0,0,0,0,1,2012-05-04,1.1297703148606018,0,0.8071254287310574,0.8505593406777654,1.2729035517530114,-0.45643399210163654,5,2012,0,1,0
0,0,0,0,0,1,2012-05-11,0.9996604840494765,0,0.7106144609630782,0.7176571159992207,1.274272248031756,-0.45643399210163654,5,2012,0,1,0
0,0,0,0,0,1,2012-05-18,0.9727358571619276,0,0.5240988828047366,0.5912910663048658,1.2747045026816548,-0.45643399210163654,5,2012,0,1,0
0,0,0,0,0,1,2012-05-25,0.90104404846477,0,0.8976722355695548,0.4409590416684791,1.2747621847457127,-0.45643399210163654,5,2012,0,1,0
0,0,0,0,0,1,2012-06-01,1.023373030724226,0,0.9372525762833892,0.3102355419846643,1.2748198642687099,-0.45643399210163654,6,2012,0,1,1
0,0,0,0,0,1,2012-06-08,1.1522946053868972,0,0.9562294519681038,0.20347801724288248,1.2748775463327677,-0.45643399210163654,6,2012,0,1,1
0,0,0,0,0,1,2012-06-15,1.0342345807741187,0,1.0131600790222488,0.07493324255379767,1.2752119041016148,-0.45643399210163654,6,2012,0,1,1
0,0,0,0,0,1,2012-06-22,0.8521381004592525,0,0.9611092200013165,-0.027466832198523184,1.276237958755616,-0.45643399210163654,6,2012,0,1,1
0,0,0,0,0,1,2012-06-29,0.8744226522979968,0,1.312994714840746,-0.15819033188233797,1.2772640108685576,-0.45643399210163654,6,2012,0,1,1
0,0,0,0,0,1,2012-07-06,1.280985496463602,0,1.1335276905081553,-0.28673510657142276,1.2782900629814988,-0.5817179455293652,7,2012,0,1,1
0,0,0,0,0,1,2012-07-13,0.8506641744621762,0,0.892250271088208,-0.22355208172424587,1.2793161176355001,-0.5817179455293652,7,2012,0,1,1
0,0,0,0,0,1,2012-07-20,0.7991700976761427,0,1.0711750989726636,-0.10372220701408205,1.2795338559925467,-0.5817179455293652,7,2012,0,1,1
0,0,0,0,0,1,2012-07-27,0.6949193865056326,0,1.1926271033548392,0.10543539248002161,1.279751591808534,-0.5817179455293652,7,2012,0,1,1
0,0,0,0,0,1,2012-08-03,1.0351716154447534,0,1.379684877961316,0.1272226424273236,1.2799693301655812,-0.5817179455293652,8,2012,0,1,1
0,0,0,0,0,1,2012-08-10,0.9665480862767178,0,1.3222120544590361,0.2949844670215533,1.280187065981568,-0.5817179455293652,8,2012,0,1,1
0,0,0,0,0,1,2012-08-17,0.9762199979904395,0,1.3113681254963416,0.46274629161578207,1.2822193550208638,-0.5817179455293652,8,2012,0,1,1
0,0,0,0,0,1,2012-08-24,0.7923789841319232,0,0.9215288792874822,0.5695038163575639,1.2856125545307857,-0.5817179455293652,8,2012,0,1,1
0,0,0,0,0,1,2012-08-31,0.948249037280447,0,1.0749704741096062,0.6087208662627078,1.2890057540407067,-0.5817179455293652,8,2012,0,1,1
0,0,0,0,0,1,2012-09-07,1.0894517928212908,1,1.263112641612352,0.8091635657778905,1.2923989535506286,-0.5817179455293652,9,2012,1,0,0
0,0,0,0,0,1,2012-09-14,0.8336789126116699,0,0.7756780347392441,0.7808401408463975,1.296032771122654,-0.5817179455293652,9,2012,1,0,0
0,0,0,0,0,1,2012-09-21,0.8136499316445589,0,0.49915784619054004,0.7895550408253186,1.3011102996083583,-0.5817179455293652,9,2012,1,0,0
0,0,0,0,0,1,2012-09-28,0.6912611077450809,0,0.8358618404821974,0.6697251661151548,1.306187828094063,-0.5817179455293652,9,2012,1,0,0
0,0,0,0,0,1,2012-10-05,1.1054331433800653,0,0.42758791503675736,0.5629676413733729,1.311265356579768,-0.7603142195646383,10,2012,1,0,0
0,0,0,0,0,1,2012-10-12,0.9322819516077304,0,0.12612668987385645,0.528108041457689,1.3163428850654728,-0.7603142195646383,10,2012,1,0,0
0,0,0,0,0,1,2012-10-19,0.8170924827990608,0,0.396140521044944,0.512856966494577,1.317471796749823,-0.7603142195646383,10,2012,1,0,0
0,0,0,0,0,1,2012-10-26,0.7915591696119391,0,0.46066189837297494,0.3211291669583153,1.317942604363418,-0.7603142195646383,10,2012,1,0,0
0,0,0,0,1,0,2010-02-05,1.9315622942735775,0,-1.1100812118732926,-1.7137999781197326,0.9954402530115626,0.17318451427346063,2,2010,0,0,1
0,0,0,0,1,0,2010-02-12,1.9330154342938266,1,-1.2022546080561938,-1.7660893779932585,0.9991346545382691,0.17318451427346063,2,2010,0,0,1
0,0,0,0,1,0,2010-02-19,1.9093446544966408,0,-1.1371910342800282,-1.8401660278140874,1.0003331963512225,0.17318451427346063,2,2010,0,0,1
0,0,0,0,1,0,2010-02-26,1.4497596718623265,0,-0.7896431110256762,-1.7377659530617655,1.0011157615452186,0.17318451427346063,2,2010,0,0,1
0,0,0,0,1,0,2010-03-05,1.6728870502219915,0,-0.7316280910752617,-1.5983275533990298,1.001898329280274,0.17318451427346063,3,2010,0,1,0
0,0,0,0,1,0,2010-03-12,1.671949023211457,0,-0.16828598146329343,-1.5068211036203598,1.00268089447427,0.17318451427346063,3,2010,0,1,0
0,0,0,0,1,0,2010-03-19,1.5932477861921492,0,-0.33311370169624654,-1.391348678899656,0.9985079808397742,0.17318451427346063,3,2010,0,1,0
0,0,0,0,1,0,2010-03-26,1.2461537457721485,0,-0.5098697437881637,-1.3652039789628931,0.9935091540671971,0.17318451427346063,3,2010,0,1,0
0,0,0,0,1,0,2010-04-02,1.806099095042737,0,0.1413081904216285,-1.393527403894387,0.9885103272946193,0.1070772367201055,4,2010,0,1,0
0,0,0,0,1,0,2010-04-09,1.608519773205846,0,0.257338230322457,-1.2824124291631442,0.9835115005220422,0.1070772367201055,4,2010,0,1,0
0,0,0,0,1,0,2010-04-16,1.4672331295027683,0,0.40156248552629087,-1.1996208793633953,0.9801161614395238,0.1070772367201055,4,2010,0,1,0
0,0,0,0,1,0,2010-04-23,1.3733737055918314,0,0.24107233687841575,-1.2279443042948883,0.9788588067907721,0.1070772367201055,4,2010,0,1,0
0,0,0,0,1,0,2010-04-30,1.3387469971321506,0,0.34246307267960757,-1.2606251792158423,0.9776014521420195,0.1070772367201055,4,2010,0,1,0
0,0,0,0,1,0,2010-05-07,1.764268406479501,0,0.5756075453775346,-1.1407953045056785,0.9763440974932671,0.1070772367201055,5,2010,0,1,0
0,0,0,0,1,0,2010-05-14,1.4775010476483843,0,0.6856734243488817,-1.0993995296058034,0.9762769296518914,0.1070772367201055,5,2010,0,1,0
0,0,0,0,1,0,2010-05-21,1.5061809820556369,0,0.768087284465358,-1.1604038294582504,0.9833508801137122,0.1070772367201055,5,2010,0,1,0
0,0,0,0,1,0,2010-05-28,1.6128163923272267,0,1.109671046790228,-1.3063784041051771,0.990424830575533,0.1070772367201055,5,2010,0,1,0
0,0,0,0,1,0,2010-06-04,1.8705165029441726,0,1.146540405263389,-1.42402955382061,0.9974987835784144,0.1070772367201055,6,2010,0,1,1
0,0,0,0,1,0,2010-06-11,1.7340676934556225,0,1.2327496405168086,-1.5046423786256289,1.004572734040235,0.1070772367201055,6,2010,0,1,1
0,0,0,0,1,0,2010-06-18,1.6917128545014426,0,1.3634189845172746,-1.5721828534622668,1.004513082654607,0.1070772367201055,6,2010,0,1,1
0,0,0,0,1,0,2010-06-25,1.5823607719916164,0,1.387817824683337,-1.5373232535465828,1.0015999884971518,0.1070772367201055,6,2010,0,1,1
0,0,0,0,1,0,2010-07-02,1.6957950573230696,0,1.196964674939917,-1.5024636536308988,0.9986868968807561,0.053231792906486324,7,2010,0,1,1
0,0,0,0,1,0,2010-07-09,1.4777673137078968,0,1.1888317282178966,-1.5612892284886157,0.9957738027233011,0.053231792906486324,7,2010,0,1,1
0,0,0,0,1,0,2010-07-16,1.4157056144061864,0,1.3368513585586732,-1.6026850033884898,0.9955721365713269,0.053231792906486324,7,2010,0,1,1
0,0,0,0,1,0,2010-07-23,1.3020081286366962,0,1.4637253274221964,-1.6353658783094436,0.9989857077599958,0.053231792906486324,7,2010,0,1,1
0,0,0,0,1,0,2010-07-30,1.34192934258867,0,1.2376294085500206,-1.5656466784780758,1.002399278948664,0.053231792906486324,7,2010,0,1,1
0,0,0,0,1,0,2010-08-06,1.6744763002916958,0,1.5651160632233883,-1.5939701034095697,1.005812850137332,0.053231792906486324,8,2010,0,1,1
0,0,0,0,1,0,2010-08-13,1.5038134539788923,0,1.5390906337129218,-1.452352978752103,1.009226418784941,0.053231792906486324,8,2010,0,1,1
0,0,0,0,1,0,2010-08-20,1.6256128634186666,0,1.5201137580282071,-1.51335727860455,1.0083247820561574,0.053231792906486324,8,2010,0,1,1
0,0,0,0,1,0,2010-08-27,1.4475326130424537,0,1.4344467192229224,-1.6113999033674107,1.0074231453273748,0.053231792906486324,8,2010,0,1,1
0,0,0,0,1,0,2010-09-03,1.5197742489254593,0,1.1476247981596581,-1.7029063531460815,1.0065215060575312,0.053231792906486324,9,2010,1,0,0
0,0,0,0,1,0,2010-09-10,1.403742673389773,1,0.9990629713707466,-1.7290510530828445,1.0056198693287486,0.053231792906486324,9,2010,1,0,0
0,0,0,0,1,0,2010-09-17,1.3236019587441925,0,1.1595531200186218,-1.6920127281724306,1.0063169100632734,0.053231792906486324,9,2010,1,0,0
0,0,0,0,1,0,2010-09-24,1.2007177091497956,0,1.1454560123671196,-1.6005062783937598,1.0082129550836887,0.053231792906486324,9,2010,1,0,0
